Time,Channel B
(us),(mV)

-100.11505219,-12.26844000
-100.07505219,-12.26844000
-100.03505219,-12.26844000
-99.99505219,-3.44859100
-99.95505219,0.96133300
-99.91505219,5.37125700
-99.87505219,5.37125700
-99.83505219,9.78118100
-99.79505219,18.60103000
-99.75505219,18.60103000
-99.71505219,23.01095000
-99.67505219,23.01095000
-99.63505219,27.42088000
-99.59505219,31.83080000
-99.55505219,36.24073000
-99.51505220,40.65065000
-99.47505220,45.06058000
-99.43505220,45.06058000
-99.39505220,49.47050000
-99.35505220,53.89569000
-99.31505220,58.30561000
-99.27505220,62.71553000
-99.23505220,62.71553000
-99.19505220,71.53539000
-99.15505220,75.94530000
-99.11505220,75.94530000
-99.07505220,80.35523000
-99.03505220,84.76515000
-98.99505220,89.17508000
-98.95505220,89.17508000
-98.91505220,93.58500000
-98.87505220,97.99493000
-98.83505220,97.99493000
-98.79505220,106.83000000
-98.75505220,106.83000000
-98.71505220,111.24000000
-98.67505220,111.24000000
-98.63505220,120.05980000
-98.59505220,124.46970000
-98.55505220,124.46970000
-98.51505220,128.87970000
-98.47505220,133.28960000
-98.43505220,133.28960000
-98.39505220,142.10940000
-98.35505220,142.10940000
-98.31505220,146.53460000
-98.27505220,150.94450000
-98.23505220,150.94450000
-98.19505220,159.76440000
-98.15505220,164.17430000
-98.11505220,164.17430000
-98.07505220,164.17430000
-98.03505220,168.58420000
-97.99505220,168.58420000
-97.95505220,177.40410000
-97.91505220,181.81400000
-97.87505221,181.81400000
-97.83505221,186.22390000
-97.79505221,190.63390000
-97.75505221,195.05900000
-97.71505221,195.05900000
-97.67505221,199.46900000
-97.63505221,203.87890000
-97.59505221,203.87890000
-97.55505221,208.28880000
-97.51505221,212.69870000
-97.47505221,212.69870000
-97.43505221,217.10870000
-97.39505221,217.10870000
-97.35505221,221.51860000
-97.31505221,225.92850000
-97.27505221,230.33840000
-97.23505221,234.74840000
-97.19505221,234.74840000
-97.15505221,234.74840000
-97.11505221,239.15830000
-97.07505221,239.15830000
-97.03505221,243.58350000
-96.99505221,247.99340000
-96.95505221,252.40330000
-96.91505221,252.40330000
-96.87505221,252.40330000
-96.83505221,256.81320000
-96.79505221,261.22310000
-96.75505221,265.63310000
-96.71505221,265.63310000
-96.67505221,270.04300000
-96.63505221,270.04300000
-96.59505221,274.45290000
-96.55505221,274.45290000
-96.51505221,278.86290000
-96.47505221,283.27280000
-96.43505221,283.27280000
-96.39505221,283.27280000
-96.35505221,287.69800000
-96.31505221,287.69800000
-96.27505221,292.10790000
-96.23505222,292.10790000
-96.19505222,296.51780000
-96.15505222,300.92770000
-96.11505222,300.92770000
-96.07505222,305.33770000
-96.03505222,305.33770000
-95.99505222,305.33770000
-95.95505222,305.33770000
-95.91505222,309.74760000
-95.87505222,309.74760000
-95.83505222,314.15750000
-95.79505222,318.56740000
-95.75505222,318.56740000
-95.71505222,318.56740000
-95.67505222,322.97740000
-95.63505222,322.97740000
-95.59505222,322.97740000
-95.55505222,327.38730000
-95.51505222,327.38730000
-95.47505222,327.38730000
-95.43505222,331.79720000
-95.39505222,336.22240000
-95.35505222,331.79720000
-95.31505222,336.22240000
-95.27505222,336.22240000
-95.23505222,340.63230000
-95.19505222,340.63230000
-95.15505222,340.63230000
-95.11505222,340.63230000
-95.07505222,340.63230000
-95.03505222,345.04220000
-94.99505222,345.04220000
-94.95505222,345.04220000
-94.91505222,345.04220000
-94.87505222,349.45220000
-94.83505222,353.86210000
-94.79505222,349.45220000
-94.75505222,353.86210000
-94.71505222,353.86210000
-94.67505222,353.86210000
-94.63505222,353.86210000
-94.59505223,358.27200000
-94.55505223,353.86210000
-94.51505223,358.27200000
-94.47505223,358.27200000
-94.43505223,358.27200000
-94.39505223,358.27200000
-94.35505223,358.27200000
-94.31505223,358.27200000
-94.27505223,358.27200000
-94.23505223,358.27200000
-94.19505223,358.27200000
-94.15505223,358.27200000
-94.11505223,358.27200000
-94.07505223,362.68190000
-94.03505223,358.27200000
-93.99505223,358.27200000
-93.95505223,362.68190000
-93.91505223,362.68190000
-93.87505223,362.68190000
-93.83505223,362.68190000
-93.79505223,362.68190000
-93.75505223,362.68190000
-93.71505223,362.68190000
-93.67505223,362.68190000
-93.63505223,362.68190000
-93.59505223,362.68190000
-93.55505223,362.68190000
-93.51505223,358.27200000
-93.47505223,362.68190000
-93.43505223,362.68190000
-93.39505223,362.68190000
-93.35505223,358.27200000
-93.31505223,358.27200000
-93.27505223,362.68190000
-93.23505223,358.27200000
-93.19505223,358.27200000
-93.15505223,358.27200000
-93.11505223,358.27200000
-93.07505223,358.27200000
-93.03505223,358.27200000
-92.99505223,358.27200000
-92.95505224,358.27200000
-92.91505224,353.86210000
-92.87505224,353.86210000
-92.83505224,353.86210000
-92.79505224,353.86210000
-92.75505224,353.86210000
-92.71505224,349.45220000
-92.67505224,349.45220000
-92.63505224,349.45220000
-92.59505224,349.45220000
-92.55505224,345.04220000
-92.51505224,345.04220000
-92.47505224,340.63230000
-92.43505224,340.63230000
-92.39505224,340.63230000
-92.35505224,340.63230000
-92.31505224,340.63230000
-92.27505224,340.63230000
-92.23505224,340.63230000
-92.19505224,336.22240000
-92.15505224,336.22240000
-92.11505224,331.79720000
-92.07505224,331.79720000
-92.03505224,327.38730000
-91.99505224,327.38730000
-91.95505224,327.38730000
-91.91505224,322.97740000
-91.87505224,322.97740000
-91.83505224,322.97740000
-91.79505224,318.56740000
-91.75505224,318.56740000
-91.71505224,318.56740000
-91.67505224,314.15750000
-91.63505224,309.74760000
-91.59505224,305.33770000
-91.55505224,305.33770000
-91.51505224,305.33770000
-91.47505224,305.33770000
-91.43505224,300.92770000
-91.39505224,300.92770000
-91.35505224,296.51780000
-91.31505225,296.51780000
-91.27505225,292.10790000
-91.23505225,292.10790000
-91.19505225,287.69800000
-91.15505225,287.69800000
-91.11505225,283.27280000
-91.07505225,283.27280000
-91.03505225,278.86290000
-90.99505225,274.45290000
-90.95505225,274.45290000
-90.91505225,270.04300000
-90.87505225,270.04300000
-90.83505225,270.04300000
-90.79505225,265.63310000
-90.75505225,261.22310000
-90.71505225,261.22310000
-90.67505225,256.81320000
-90.63505225,252.40330000
-90.59505225,252.40330000
-90.55505225,247.99340000
-90.51505225,247.99340000
-90.47505225,243.58350000
-90.43505225,239.15830000
-90.39505225,234.74840000
-90.35505225,234.74840000
-90.31505225,234.74840000
-90.27505225,230.33840000
-90.23505225,225.92850000
-90.19505225,225.92850000
-90.15505225,217.10870000
-90.11505225,217.10870000
-90.07505225,217.10870000
-90.03505225,212.69870000
-89.99505225,208.28880000
-89.95505225,203.87890000
-89.91505225,203.87890000
-89.87505225,199.46900000
-89.83505225,199.46900000
-89.79505225,195.05900000
-89.75505225,195.05900000
-89.71505225,186.22390000
-89.67505225,181.81400000
-89.63505226,181.81400000
-89.59505226,177.40410000
-89.55505226,177.40410000
-89.51505226,168.58420000
-89.47505226,168.58420000
-89.43505226,164.17430000
-89.39505226,164.17430000
-89.35505226,159.76440000
-89.31505226,155.35450000
-89.27505226,150.94450000
-89.23505226,146.53460000
-89.19505226,146.53460000
-89.15505226,142.10940000
-89.11505226,137.69950000
-89.07505226,133.28960000
-89.03505226,128.87970000
-88.99505226,128.87970000
-88.95505226,124.46970000
-88.91505226,120.05980000
-88.87505226,115.64990000
-88.83505226,111.24000000
-88.79505226,111.24000000
-88.75505226,106.83000000
-88.71505226,102.42010000
-88.67505226,97.99493000
-88.63505226,93.58500000
-88.59505226,93.58500000
-88.55505226,89.17508000
-88.51505226,84.76515000
-88.47505226,80.35523000
-88.43505226,75.94530000
-88.39505226,75.94530000
-88.35505226,71.53539000
-88.31505226,67.12546000
-88.27505226,62.71553000
-88.23505226,58.30561000
-88.19505226,58.30561000
-88.15505226,53.89569000
-88.11505226,49.47050000
-88.07505226,45.06058000
-88.03505226,40.65065000
-87.99505227,40.65065000
-87.95505227,36.24073000
-87.91505227,27.42088000
-87.87505227,27.42088000
-87.83505227,23.01095000
-87.79505227,23.01095000
-87.75505227,18.60103000
-87.71505227,14.19111000
-87.67505227,5.37125700
-87.63505227,5.37125700
-87.59505227,0.96133300
-87.55505227,0.96133300
-87.51505227,-7.85851600
-87.47505227,-12.26844000
-87.43505227,-12.26844000
-87.39505227,-16.67836000
-87.35505227,-21.08829000
-87.31505227,-25.49821000
-87.27505227,-29.90814000
-87.23505227,-29.90814000
-87.19505227,-34.31806000
-87.15505227,-43.15317000
-87.11505227,-43.15317000
-87.07505227,-47.56310000
-87.03505227,-51.97302000
-86.99505227,-51.97302000
-86.95505227,-60.79287000
-86.91505227,-65.20279000
-86.87505227,-65.20279000
-86.83505227,-69.61272000
-86.79505227,-69.61272000
-86.75505227,-78.43256000
-86.71505227,-82.84248000
-86.67505227,-82.84248000
-86.63505227,-87.25241000
-86.59505227,-91.67760000
-86.55505227,-96.08752000
-86.51505227,-100.49750000
-86.47505227,-100.49750000
-86.43505227,-100.49750000
-86.39505227,-104.90740000
-86.35505228,-113.72720000
-86.31505228,-118.13710000
-86.27505228,-118.13710000
-86.23505228,-122.54710000
-86.19505228,-126.95700000
-86.15505228,-131.36690000
-86.11505228,-135.79210000
-86.07505228,-135.79210000
-86.03505228,-140.20200000
-85.99505228,-144.61190000
-85.95505228,-149.02190000
-85.91505228,-153.43180000
-85.87505228,-153.43180000
-85.83505228,-157.84170000
-85.79505228,-157.84170000
-85.75505228,-162.25160000
-85.71505228,-171.07150000
-85.67505228,-171.07150000
-85.63505228,-175.48140000
-85.59505228,-179.89130000
-85.55505228,-184.31650000
-85.51505228,-188.72640000
-85.47505228,-188.72640000
-85.43505228,-193.13640000
-85.39505228,-193.13640000
-85.35505228,-197.54630000
-85.31505228,-201.95620000
-85.27505228,-206.36610000
-85.23505228,-206.36610000
-85.19505228,-210.77610000
-85.15505228,-210.77610000
-85.11505228,-215.18600000
-85.07505228,-219.59590000
-85.03505228,-224.00580000
-84.99505228,-224.00580000
-84.95505228,-228.41580000
-84.91505228,-228.41580000
-84.87505228,-237.25090000
-84.83505228,-237.25090000
-84.79505228,-241.66080000
-84.75505228,-241.66080000
-84.71505229,-246.07070000
-84.67505229,-246.07070000
-84.63505229,-250.48060000
-84.59505229,-254.89060000
-84.55505229,-259.30050000
-84.51505229,-259.30050000
-84.47505229,-263.71040000
-84.43505229,-263.71040000
-84.39505229,-263.71040000
-84.35505229,-272.53030000
-84.31505229,-272.53030000
-84.27505229,-276.95550000
-84.23505229,-276.95550000
-84.19505229,-276.95550000
-84.15505229,-281.36540000
-84.11505229,-285.77530000
-84.07505229,-290.18520000
-84.03505229,-290.18520000
-83.99505229,-294.59520000
-83.95505229,-294.59520000
-83.91505229,-294.59520000
-83.87505229,-299.00510000
-83.83505229,-299.00510000
-83.79505229,-303.41500000
-83.75505229,-307.82490000
-83.71505229,-307.82490000
-83.67505229,-312.23490000
-83.63505229,-312.23490000
-83.59505229,-312.23490000
-83.55505229,-312.23490000
-83.51505229,-316.64480000
-83.47505229,-316.64480000
-83.43505229,-321.05470000
-83.39505229,-325.47990000
-83.35505229,-329.88980000
-83.31505229,-329.88980000
-83.27505229,-329.88980000
-83.23505229,-329.88980000
-83.19505229,-334.29970000
-83.15505229,-334.29970000
-83.11505229,-338.70970000
-83.07505230,-338.70970000
-83.03505230,-338.70970000
-82.99505230,-343.11960000
-82.95505230,-343.11960000
-82.91505230,-347.52950000
-82.87505230,-347.52950000
-82.83505230,-347.52950000
-82.79505230,-347.52950000
-82.75505230,-351.93940000
-82.71505230,-351.93940000
-82.67505230,-351.93940000
-82.63505230,-351.93940000
-82.59505230,-356.34940000
-82.55505230,-356.34940000
-82.51505230,-360.75930000
-82.47505230,-360.75930000
-82.43505230,-360.75930000
-82.39505230,-360.75930000
-82.35505230,-365.16920000
-82.31505230,-365.16920000
-82.27505230,-365.16920000
-82.23505230,-365.16920000
-82.19505230,-365.16920000
-82.15505230,-365.16920000
-82.11505230,-369.57910000
-82.07505230,-369.57910000
-82.03505230,-369.57910000
-81.99505230,-369.57910000
-81.95505230,-369.57910000
-81.91505230,-369.57910000
-81.87505230,-369.57910000
-81.83505230,-369.57910000
-81.79505230,-369.57910000
-81.75505230,-374.00430000
-81.71505230,-374.00430000
-81.67505230,-374.00430000
-81.63505230,-374.00430000
-81.59505230,-374.00430000
-81.55505230,-374.00430000
-81.51505230,-374.00430000
-81.47505230,-378.41420000
-81.43505231,-374.00430000
-81.39505231,-378.41420000
-81.35505231,-378.41420000
-81.31505231,-378.41420000
-81.27505231,-378.41420000
-81.23505231,-378.41420000
-81.19505231,-378.41420000
-81.15505231,-378.41420000
-81.11505231,-374.00430000
-81.07505231,-374.00430000
-81.03505231,-374.00430000
-80.99505231,-378.41420000
-80.95505231,-374.00430000
-80.91505231,-374.00430000
-80.87505231,-374.00430000
-80.83505231,-374.00430000
-80.79505231,-374.00430000
-80.75505231,-369.57910000
-80.71505231,-369.57910000
-80.67505231,-369.57910000
-80.63505231,-369.57910000
-80.59505231,-369.57910000
-80.55505231,-369.57910000
-80.51505231,-369.57910000
-80.47505231,-369.57910000
